kind	jp_off	us_off	jp	us
~1:2	018966	019231	【444】くの【442】【80】まで【445】をのぱせってのか	Travel halfway across the realm, risking our lives for some old junk?
~1:1	018987	019277	【446】【447】じゃねえや	No fool would take that job for
~1:1	018996	019297	【110】【370】【416】【147】てに体を【374】るパカはいねえよ	a handful of dynes.
1:1	0189C6	0192B8	バエットとペゼルだけどよ	It's about Paet and Bezer.
1:1	0189DF	0192D3	あいつら、あそこで【60】やってるんだ？	What are they doing here?
~1:2	018A0F	0192FA	【74】【75】【76】の【77】【440】ぷ【78】を【79】してるって【155】だぜ	I hear he's fixing a flying ship from the Ancient Age.
~1:1	018A34	019331	)	Apparently, Bezer wants to 
~1:1	018A36	01934D	ペゼルの【103】、その【78】で【0】を【13】るんだとよ	leave this town.
1:1	018A68	01936B	へえ…	Why would he want to leave?
1:1	018A6F	019387	なんで、わざわざ【17】に【13】たがるんだ？	Doesn't he want to become
1:1	018A92	0193A1	【383】【237】になりたくねえのかな？	a Priest like his grandfather?
~1:1	018ABA	0193CD	【17】の【75】【323】を【84】てみたいんだとよ	He said he wants to see the outside
~1:2	018AD7	0193F1	【1】【2】【3】のお【448】ちゃんの【327】いそうなこった	world. Sounds like something a kid from the Holy District would say.
~1:1	018AFC	019436	とっとと【13】てって、【244】んじまえってんだ	He can leave and get swallowed by
~1:1	018B21	019458	)	monsters for all I care.
~1:1	018B30	01947E	アプネルの【372】【373】に、【370】【371】したんだって？	You lent money to Abner? 
~1:2	018B55	019498	【96】の【449】にな…その【370】、【450】【451】【163】ってこねえよ	I hate to be the one to tell you... you'll never see that money again.
~1:1	018B7C	0194DF	(【436】い【311】が【187】ころんでいる…)	(A young man... does he live here?)
~1:1	018B99	019503	(あいつは…アルドーという【430】だったな)	(His name is Aldo.)
1:1	018BCD	019524	うわっ！	Don't shoot!
1:1	018BD6	019531	…な、なんだ、帝国【354】じゃねえのか…	You aren't an Imperial trooper?
1:1	018BF9	019551	おどかすんじゃねえよ	You scared the $#!+ outta me!
1:1	018C0E	01956F	(【436】い【311】が、【452】を【246】して【252】っている…)	(A young man is sitting quietly...)
1:1	018C33	019593	(あいつは…アルドーという【430】だったな)	(His name is Aldo.)
~1:1	018C67	0195B4	うわっ！	Don't shoot!
~1:1	018C70	0195C1	…な、なんだ、帝国【354】じゃねえのか…	You aren't an Imperial trooper?
~1:1	018C93	0195E1	おどかすんじゃねえよ	You scared the $#!+ outta me!
~1:1	018CA8	0195FF	(【436】い【311】が、【452】を【246】して【252】っている…)	(A young man hiding in the corner.)
~1:2	018CCD	019623	(あいつは…アルドーという【430】だったな)	(His name is Aldo.) (Looks like he's interested in the gun
~1:1	018CF4	01965E	(【453】【454】で【160】った銃に【416】をとめたようだ)	I found at the valley.)
1:1	018D26	019683	あれ？ その銃…	Hey!? That gun...
1:1	018D37	019695	ラドガムのじゃねえか！	belongs to Radgam!
1:1	018D5B	0196B5	【453】【454】で【84】つけたんだ…	I found it in the valley...
1:1	018D70	0196D1	でも、【167】ち【257】は【244】んでた	next to Radgam's body.
1:1	018D94	0196F5	そうか…やっばり【20】っちまったか	I see... he's gone...
~1:1	018DC0	019718	【25】を【327】うとな…	To tell you the truth, I was
~2:1	018DCF	019735	【215】も、おまえと【302】【227】だったんだぜ <0E>だ)	once a hunter like you.
1:1	018E01	01975A	あんたも、ハンターだったのか	You were a hunter?
1:1	018E2B	01977A	ああ、ラドガムの【455】さんと【193】んでたんだ	Yeah, I was on Radgam's crew.
1:1	018E50	019798	)	We went to the valley and were
1:1	018E52	0197B7	でも…あれは、【453】【454】に【20】った【158】だったな	ambushed by a horde of monsters.
1:1	018E77	0197D8	攻性生物の【456】れと【13】くわしちまって	Everyone was ripped to pieces.
1:1	018E98	0197F7	【254】の【241】【128】は、みんな【244】んじまった	I escaped to this town...
1:1	018EB7	019811	【215】【242】だけが、この【0】に【457】げ【61】んだんだが…	Since then, I've never been able
1:1	018EDE	019832	それ【274】【285】、【215】は銃を【167】てなくなっちまった	to touch another weapon.
1:1	018F12	019858	なぜだ？	Why is that?
1:1	018F28	019872	【458】くなっちまったんだよ、【170】うのが…	When I close my eyes, I can still
1:1	018F4B	019894	どうしても【459】れられねえんだ…	see the monsters. I can still hear
1:1	018F68	0198B7	【416】の【49】で【86】われていく、【241】【128】の【460】がよ！	their screams. All my friends... dead.
1:1	018F8D	0198DE	………	.....
1:1	018FA1	0198F1	てめえに【327】ってもムダか…	I did the right thing by
1:1	018FBA	01990A	【290】【171】のハンター【461】にゃ、わかんねえよな	giving up, right?
1:1	018FEC	019929	ごめん	I'm very sorry.
1:1	019000	019946	【305】に、【329】るこたねえよ	I'll be O.K.
1:1	019015	019953	それに…いずれ、わかるかもしれねえしな	Maybe you'll end up in Zoah, too.
1:1	019049	019982	どういう【462】【265】だ？	What do you mean?
~1:1	019067	0199A1	この【0】じゃ、【170】う【317】【164】がないんだぜ	In this town you don't need to
~2:1	019088	0199C0	<0F>しな しぱらく、ここで【463】らしてみな	fight. You can just stay here and
~1:1	0190AB	0199E2	【379】だって【464】【181】けになっちまうさ	earn a living. It's safer that way.
1:1	0190D5	019A13	わかるさ	I see why you quit... but...
1:1	0190EB	019A3D	…なんだと？	But what?
1:1	0190F8	019A47	【60】がわかるってんだ、このガキ！	What do you know, kid?
1:1	019124	019A6B	【359】だって、【241】【128】を【246】された…	My friends were killed too...
1:1	01913F	019A89	それからも、【60】【465】も【244】ぬような【416】にあった	Many times I faced death and
1:1	019166	019AA6	それでも、【359】は…	I'm still fighting.
1:1	019177	019ABA	あんたみたいに【170】いをやめたりはしない！	You should keep fighting too!
~1:1	0191AB	019AE5	うるせえ！ 【215】の【380】ったことか！	If you want to fight, go ahead!
~1:2	0191CA	019B05	…【170】いたけりゃ、【393】【83】に【170】って【244】にやがれ	You're just gonna die a horrible death anyway.
1:1	0191FE	019B41	…また【285】たのかよ…	...You again?
~1:2	01921E	019B5C	ごめん…この【49】は【327】いすぎたよ	I'm sorry about the other day... Maybe I was too hard on you.
1:1	019248	019BA7	もういいよ、どうでも…	It's all right.
1:1	01925F	019BB7	それより、【0】を【13】なくていいのか？	You should leave this town.
1:1	01928D	019BE0	え？	Why?
~1:1	01929F	019BF2	【216】【410】してると、【215】みたいになっちまうぜ	If you stay here too long,
~1:1	0192C4	019C0D	れ	you'll end up like me.
~1:1	0192C6	019C24	ここは、【170】いのない【0】だ…	There isn't any fighting here.
~1:1	0192DF	019C43	【41】るのは【396】でも、【13】るのはつらいぜ	It's easy to stay, but it's 
~2:1	019300	019C60	<0E>ぜ れ	hard to leave.
~1:1	019313	019C7C	てめえ、シーカーと【241】がいいんだってな	I hear you've got seekers as friends.
~1:1	019338	019CA2	【443】れた【372】【373】だぜ…	I can't believe you're involved
~1:2	019349	019CC2	ハンターの【466】りってもんがねえのか？	with them, Don't you have any pride?
1:1	019379	019CF4	あんたは…？	Who are you?
~1:1	019393	019D0E	変な【416】で【84】るんじゃねえよ	What's your problem?
~2:1	0193AC	019D23	ここは【215】んちだぜ <!BA>ねえよ	This is my home.
~1:1	0193C5	019D34	てめえこそ、【393】【83】に【41】ってきやがって	Who do you think you are,
~1:1	0193E8	019D4E	どういうつもりだよ	barging in like that!
~1:2	019408	019D71	ごめん、【129】の【461】【321】が変だったから…	I thought something was wrong and...
~1:1	019436	019DA3	…【305】に、【60】でもねえよ	Forget it... it's no big deal...
~1:1	01944B	019DC4	【215】は、アルドーってもんだ	I'm Aldo and I work
~2:1	019464	019DD8	<1B>から… この【4】【5】【3】で【387】いてる	here in the Liberal District.
1:1	01948E	019E03	そうか…でも、なんで【168】れてるんだ？	I see... But why are you hiding?
1:1	0194BE	019E31	ひとの【393】【83】だろ…	Call me a coward if you want.
1:1	0194CF	019E4F	どうせ、【215】は【464】【181】けだよ！	It's none of your business.
1:1	0194F5	019E78	この【4】【5】【3】も、【266】い【44】じゃないぜ	This Liberal District ain't too bad
1:1	019514	019E9C	<!A6>？	a place. At least it's better than
1:1	019518	019EBF	【194】なくとも、【17】よりはずっとマシさ	the outside.
1:1	019546	019ED9	【251】【202】は【368】【218】が【194】なくて【467】るぜ	I haven't gotten any work lately.
1:1	019561	019EFB	マシさ	Those Holy District guys are
1:1	019567	019F18	【1】【2】【3】の【245】【40】、ケチくせえからなあ	hoarding all of the dynes.
1:1	019595	019F40	体を【374】って【86】いぷちを【434】ぐなんて…	Risking your life to make a living...
1:1	0195B6	019F66	てめえらハンターの【96】が【380】れねえよ	I don't understand you hunters.
1:1	0195E4	019F93	こんな【158】に、よく【13】【468】けるもんだ	How can you be so relaxed
1:1	019603	019FAD	よ	at a time like this?
1:1	019605	019FC2	よっぼど【303】が【469】しくねえらしいな	You don't fear anything, do you?
~1:1	019631	019FF0	【215】は、この【0】を【470】てる【96】はねえよ	I have no intention of leaving
~1:2	019650	01A00F	帝国【354】が【20】っちまうまで【15】つだけさ	town. I'll wait until the  Imperial troops leave.
1:1	01967E	01A04E	てめえら、【420】えが【471】いぜ	You underestimate the Empire.
1:1	019695	01A06C	<0F>つだけさ	They aren't going to abandon their
1:1	01969F	01A08F	帝国がそう【175】【178】に【200】きさがるもんか	position without a fight.
~1:1	0196CD	01A0B6	【215】は、【147】【219】ここから【13】ねえよ	I'm not leaving until I
~1:1	0196E8	01A0CE	【99】【147】に【281】【361】になるまではな	know it's safe again.
~1:2	01A866	01B806	帝国【354】の【472】【291】は、【143】【429】の【281】【361】に【172】わる	The presence of the Imperial force is a threat our people!
~1:2	01A889	01B841	【174】【473】も【474】く、なんとかしてもらわんとな	They must be stopped at all costs!
~1:2	01A8BB	01B871	この【0】の「【442】【475】」は、【476】【477】に【28】【29】なものだ	This town has a rich heritage which is very valuable, and
~1:1	01A8E3	01B8AB	きっと【344】の【171】にも【51】つだろう	you'll find it will serve you well.
~1:2	01A8FE	01B8CF	(【296】はこの【311】の【327】うことを【156】くしかない)	(Right now, I have no choice but to listen to this man.)
~1:2	01A925	01B908	(それに、帝国【354】も【5】っておけないし…)	(I can't trust the Imperial forces either.)
~1:1	01A959	01B941	ああ、【344】か…	Oh, it's you...
~1:2	01A966	01B951	【296】は、【384】【478】【383】【237】を【479】【480】する【481】【358】な【158】【478】でな	Could you step outside? It's time for us to decide who
~1:1	01A98D	01B988	【482】しわけないが、【483】を【17】してもらえんかな	will be the next High Priest.
1:1	01A9C1	01B9B3	【296】【276】のところは、これで【200】き【107】ってくれ	Take this and leave.
1:1	01A9E6	01B9C8	500【6】	500Dn
1:1	01A9FC	01B9DB	さあ、もういいだろう…あとは【137】【276】だ	You have enough, don't you?
1:1	01AA1F	01B9F7	れ	Come back tomorrow.
1:1	01AA2E	01BA18	さあ、もういいだろう…あとは【137】【276】だ	You have enough, don't you?
1:1	01AA51	01BA34	れ	Come back tomorrow.
1:1	01AA53	01BA48	(ずいぷん【393】ち【466】った【328】じだ…)	(He looks as if he's already won.)
1:1	01AA72	01BA6B	(これ【274】【133】【155】をする【96】はないらしい)	(He looks as if he's already won.)
1:1	01AAA2	01BA9B	ああ、よく【285】てくれた	Ah, welcome.
1:1	01AAB7	01BAA8	わかっておる、【484】のものだな	Yes, I know.
1:1	01AAD2	01BAB5	【485】【159】に【100】された「【442】【475】」、すなわち…	The legendary kindling of the
1:1	01AAF5	01BAD3	「【280】り【177】」の【177】【220】は、【101】【126】の【2】【486】にある	Guardian Fire is inside
1:1	01AB1A	01BAEB	これが、その【2】【486】の【487】だ	the sanctuary.
1:1	01AB31	01BAFA	ワの【2】【486】にある	Here is the key to the sanctuary.
1:1	01AB4C	01BB29	これは【344】にさしあげよう	I shall give this to you.
1:1	01AB63	01BB43	もう、この【0】には【317】【164】ないものだからな	We have no need for it anymore.
~1:1	01AB95	01BB70	ところで、【146】【447】があるんだが…	Now, I have an offer for you.
~1:2	01ABB2	01BB8E	この【0】を【488】る【368】【218】につく【96】はないかね？	How would you like to be the guardian of this town?
